© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Seidl, Anton;1959;Bauer;1;1;FREIE WÄHLER;BY;43;;0;
Seidl, Siegfried Hermann;1965;Rechtsanwalt;81;1;FDP;BY;26;230;0;
Seidler, Malte-Carsten;1978;Selbständig;99;1;PIRATEN;SH;7;;0;
Seidler, Pascal;1991;Gebäudereiniger;93;1;DIE LINKE;SH;12;;0;
Seif, Detlef;1962;MdB, Rechtsanwalt;76;1;CDU;NW;49;92;1;
Seifen, Helmut;1953;Schulleiter Gymnasium;87;1;AfD;;;124;0;
Seifert, Berthold Konrad;1964;Leitender Kaufmännischer Angestellter;75;1;REP;BY;3;;0;
Seifert, Dr. Ilja;1951;Mitglied des Deutschen Bundestages;76;1;DIE LINKE;SN;10;157;0;
Seifert, Erich;1965;Bürokaufmann;78;1;AfD;HB;3;55;0;
Seifert, Ralf Michael;1955;Pensionär;95;1;AfD;BB;11;;0;
Seiler, Priska;1962;Beamtin;78;2;CDU;BW;36;;0;
Seipenbusch, Jens;1968;IT-Manager;77;1;PIRATEN;NW;4;;0;
Seissiger, Ursula;1946;Allgemeinärztin;84;2;FDP;BY;44;250;0;
Seitz, Jasmin;1989;Studentin;94;2;CDU;BW;33;;0;
Seitzer, Albert;1954;Berufsschullehrer i.R.;95;1;ÖDP;;;263;0;
Seitz-Hoffmann, Gabriela;1952;Diplom-Politologin;88;2;GRÜNE;BY;29;226;0;
Selder-Radke, Beate;1964;Diplom-Verwaltungswirtin;76;2;ÖDP;ST;2;;0;
Selig, Holger;1970;Selbständig;99;1;AfD;;;113;0;
Selle, Johannes;1956;MdB, Diplom-Mathematiker;76;1;CDU;TH;7;191;1;
Semmler, Diego;1986;Doktorand;88;1;FREIE WÄHLER;HE;14;;0;
Semmler, Georg;1982;Chemielaborant;63;1;PARTEI DER VERNUNFT;RP;3;209;0;
Semrau, Björn Niklas;1978;Student;94;1;PIRATEN;HE;4;186;0;
Sendker, Reinhold Max;1952;MdB, Studiendirektor a.D.;76;1;CDU;;;130;1;
Senftleben, Mieke;1952;Selbstständig;99;2;FDP;;;77;0;
Senger-Schäfer, Kathrin;1962;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;;;206;0;
Sensburg, Patrick Ernst Hermann;1971;MdB, Hochschullehrer;76;1;CDU;;;147;1;
Serbser, Henriette;1981;Diplom-Medienberaterin;70;2;Die PARTEI;BE;7;;0;
Servas, Claudia Irina;1959;Bankkauffrau;69;2;SPD;SL;7;;0;
Serway, Wolfgang;1948;Lehrer und Journalist;87;1;MLPD;BW;17;;0;
Seyffahrt, Miriam;1986;Studentin;94;2;PIRATEN;BE;2;;0;
Sharma, Raju;1964;Jurist;81;1;DIE LINKE;;;5;0;
Siebe, Dr. Michaele;1960;Kunsthistorikerin;88;2;DIE LINKE;BY;17;226;0;
Sieber, Andrea;1977;Staatlich anerkannte Erzieherin;86;2;GRÜNE;BW;25;264;0;
Siebert, Bernd;1949;Selbständiger Kaufmann;67;1;CDU;HE;4;170;2;
Sieg, Andre;1963;Chemielaborant;63;1;pro Deutschland;HB;1;;0;
Sieg, Monika;1946;Diplom-Ingenieur-Ökonomin;60;2;AfD;RP;18;;0;
Siegert, Günther;1947;Ingenieur und Volkswirt;60;1;AfD;;;20;0;
Sieh, Oliver;1962;Geschäftsführer;75;1;AfD;RP;9;;0;
Sieling, Dr. Carsten Günter Erich;1959;MdB, Diplom-Ökonom;76;1;SPD;HB;1;54;1;
Siemiatkowski, Armin;1993;Selbstständig;99;1;PARTEI DER VERNUNFT;NW;13;;0;
Siemsglüß, Helmut;1960;Kfz-Mechaniker;28;1;Die PARTEI;NW;22;;0;
Sieratzki, Rocco;1987;Angestellter;78;1;BüSo;SN;8;;0;
Siercke, Astrid;1963;Goldschmiedemeisterin;30;2;FDP;HH;4;;0;
Siggel, Benjamin Magnus;1986;selbständig;99;1;PIRATEN;NI;6;;0;
Siggelkow, Fabian Tobias;1984;Schüler;94;1;Die PARTEI;HB;3;;0;
Silberhorn, Gottfried, Walter;1955;Entwicklungsingenieur;60;1;DIE VIOLETTEN;BY;36;;0;
Silberhorn, Thomas;1968;MdB, Rechtsanwalt;76;1;CSU;;;236;1;
Simbeck, Florian;1971;Schauspieler;83;1;SPD;BY;42;215;0;
Simmling, Werner;1944;MdB, Diplom-Volkswirt;76;1;FDP;BW;24;263;0;
Simon, Hasso Carl-Wilhelm;1947;Kaufmann, Unternehmensberater;78;1;AfD;;;149;0;
Simon, Marcel;1989;Student;94;1;PARTEI DER VERNUNFT;NW;9;;0;
Singhammer, Johannes;1953;Mitglied des Deutschen Bundestages;76;1;CSU;BY;7;218;1;
Sippel, Oliver;1978;Discjockey;83;1;PIRATEN;SH;3;2;0;
Sippel, Wolf-Rüdiger;1955;Fachkraft für Neurologie und Psychiatrie;85;1;pro Deutschland;RP;4;;0;
Sitte, Dr. Petra;1960;MdB, Diplom-Ökonomin;76;2;DIE LINKE;ST;1;72;2;
Skoda, Vladimir;1948;Steuerberater;75;1;AfD;;;98;0;
Skudelny, Judith;1975;MdB, Rechtsanwältin;76;2;FDP;BW;6;258;0;
Sladek, Sven;1970;IT-Berater;62;1;PIRATEN;;;146;0;
Slave, Günter Paul;1955;Maschinenschlosser;27;1;MLPD;SN;1;160;0;
Slobidnyk, Michael;1965;Koch;41;1;PIRATEN;;;14;0;
Snelinski, Oliver;1980;Lehreranwärter;87;1;Anderer KWV;;;86;0;
Sokolowski, Thomas;1966;Diplom-Designer;83;1;PIRATEN;NI;16;;0;
Söllner, Eva;1960;Bürgermeisterin;76;2;CDU;HE;37;;0;
Söllner, Karl;1956;Betriebswirt;88;1;SPD;BY;25;233;0;
Solms-Hohensolms-Lich Prinz zu, Dr. Hermann Otto;1940;Selbständiger;99;1;FDP;HE;39;173;0;
Soltau, Uwe;1958;Diplom-Ingenieur;60;1;AfD;NW;25;;0;
Sölter, Nicolas;1988;Student der Rechtswissenschaften;94;1;CDU;SH;29;;0;
Sommer, Klaus Dieter;1947;Rentner;95;1;FREIE WÄHLER;HE;15;;0;
Sommer, Theodor Heinrich;1960;IT-Vertriebsbeauftragter;77;1;FREIE WÄHLER;NI;3;53;0;
Sommerfeld, Klaus Jürgen;1956;Vertriebsleiter;75;1;PIRATEN;TH;7;191;0;
Sondermann, Norbert;1966;Agrar-Ingenieur;3;1;GRÜNE;;;189;0;
Sönksen, Harm;1978;Studienrat;87;1;GRÜNE;RP;14;;0;
Sonnenberg-Westeson, Christoph;1969;PR-Berater;70;1;GRÜNE;;;78;0;
Sonnenborn, Dr. Wolfgang;1962;Zahnarzt;84;1;AfD;;;148;0;
Sonntag, Michael;1954;arbeitslos;95;1;Die PARTEI;BE;39;;0;
Sonntag, Sandra;1974;Physiotherapeutin;85;2;FDP;BY;15;225;0;
Sörensen, Lennart;1995;Schüler;94;1;Die PARTEI;HB;6;;0;
Sorge, Tino;1975;Volljurist;81;1;CDU;ST;8;69;1;
Spahn, Barbara;1954;Angestellte;78;2;BüSo;;;206;0;
Spahn, Jens;1980;MdB, Bankkaufmann;76;1;CDU;;;124;1;
Sparrer, Otto;1951;Regierungsdirektor;76;1;FREIE WÄHLER;BY;19;241;0;
Späth, Alois;1937;Rentner;95;1;BP;;;234;0;
Spath, Peter;1960;Rentner;95;1;ÖDP;BY;25;250;0;
Spatz, Joachim;1964;MdB, Diplom-Mathematiker;76;1;FDP;BY;9;251;0;
Speck, Jochen;1980;Informatiker;77;1;PARTEI DER VERNUNFT;BW;8;;0;
Specker, Konrad;1972;Selbständiger Bäckermeister;39;1;FREIE WÄHLER;BY;10;224;0;
Spee Graf von, Friedrich;1982;Student;94;1;AfD;BW;14;;0;
Speichert, Horst;1967;Rechtsanwalt;81;1;AfD;;;290;0;
Spiczak-Brzezinski von, Anna;1986;Politikwissenschaftlerin;88;2;GRÜNE;NW;27;115;0;
Spieker, Wilk;1967;Betreuer, Diplom-Sozialpädagoge;86;1;PIRATEN;;;136;0;
Spiering, Rainer;1956;Oberstudienrat;87;1;SPD;NI;7;38;2;
Spinrath, Norbert;1957;Polizeibeamter;80;1;SPD;NW;23;89;2;
Spitz, Malte Johannes;1984;MdB, Student;76;1;GRÜNE;NW;16;144;0;
Spitz, Rolf;1960;Accountmanager;77;1;SPD;BY;43;257;0;
Sponbrucker, Markus Sebastian;1970;Landwirt;1;1;FDP;BY;43;228;0;
Sponfeldner, Georg;1977;Diplom-Ingenieur (FH);60;1;FREIE WÄHLER;NI;11;52;0;
Spranger, Iris;1961;Bilanzbuchhalterin;77;2;SPD;;;85;0;
Sprodowski, Heinz Günter;1930;Rentner;95;1;Volksabstimmung;BW;2;;0;
Stachon, Mike George;1993;Schüler;94;1;Die PARTEI;NW;26;;0;
Stadie, Matthias;1976;Selbständiger Kaufmann;67;1;REP;MV;1;;0;
Stadler, Georg Rudolf;1987;Beamter des Freistaates Bayern;78;1;FREIE WÄHLER;BY;33;;0;
Stadler, Nicole;1959;Heilpraktikerin für Psychotherapie;85;2;DIE LINKE;BW;15;288;0;
Stadler, Svenja;1976;PR-Beraterin;70;2;SPD;NI;8;36;2;
Stadler-Brehm, Dr. Alexandra Michaela;1977;Volljuristin;81;2;CDU;HE;41;;0;
Städter, Peter;1971;Lehrer;87;1;PIRATEN;TH;8;;0;
Staffeldt, Torsten Heiko;1963;MdB, Diplom-Ingenieur (FH) Maschinenbau;76;1;FDP;HB;1;54;0;
Stafl, Nadja Stella Cora;1963;Geschäftsführerin;75;2;AfD;BY;14;249;0;
Stahl, Thomas;1979;Selbständiger IT-Unternehmer;77;1;PARTEI DER VERNUNFT;BY;9;;0;
Stahlberg, Bernd Erhard;1954;Diplom-Ingenieur;60;1;AfD;BE;8;84;0;
Stahler, Clemens;1959;Maschinenbaumeister;65;1;CDU;RP;30;;0;
Stahr, Nina Elisabeth;1982;Referendarin;76;2;GRÜNE;BE;7;79;0;
Stalleicher, Josef Stephan;1950;Kaufmännischer Angestellter;78;1;BüSo;HE;8;;0;
Stalz, Helmut;1953;Bergdirektor a.D.;95;1;FREIE WÄHLER;NW;1;144;0;
Stamm, Arnim;1961;Beamter;78;1;Die PARTEI;BE;31;;0;
Stamm, Markus;1970;Informatiker;77;1;ÖDP;NW;16;;0;
Stamm-Fibich, Martina;1965;Marketing- und Kommunikationsmanagerin;75;2;SPD;BY;18;242;2;
Stanek, Hagen;1969;Mathematiker;61;1;PIRATEN;;;260;0;
Stange, Karola;1959;MdL, Gartenbauingenieurin;76;2;DIE LINKE;;;193;0;
Stanglmaier, Dr. Michael;1963;Biochemiker;61;1;GRÜNE;BY;20;215;0;
Stanneck, Arne;1970;Magister Politkwissenschaften;88;1;AfD;SH;4;5;0;
Staratschek, Felix Johannes;1966;Arbeiter;53;1;Anderer KWV;;;99;0;
Starbatty, Dr. Joachim;1940;Professor;87;1;AfD;BE;1;;0;
Starck, Florian Helmut;1978;Lehrer;87;1;Tierschutzpartei;BY;6;;0;
Starck, Karl-Heinz;1934;Rentner;95;1;CDU;SH;21;;0;
Starick, Bernd;1963;Selbstständiger Handelsvertreter;68;1;AfD;BB;8;;0;
Stark, Tobias;1979;Entwicklungsingenieur;60;1;CDU;BW;38;;0;
Stark-Watzinger, Bettina;1968;Diplom Volkswirtin;88;2;FDP;HE;4;181;0;
Staschewski, Arno;1957;Bilanzbuchhalter;77;1;AfD;;;33;0;
Staszewski, Alina;1986;Geld- und Werttransport;71;2;REP;BY;28;;0;
Staszewski, Susanne;1959;Betriebs- und Verkehrswirtschaft;70;2;REP;BY;39;;0;
Staubitz, Bianca;1984;Studynurse, MTA, Studentin;94;2;PIRATEN;;;108;0;
Stauch, Detlev Werner Helmut;1953;Ruhensregelung der Bundeswehr;95;1;REP;TH;1;;0;
Stauche, Carola;1952;MdB, Verwaltungsfachangestellte;76;2;CDU;TH;6;196;1;
Staudenhöchtl, Peter;1955;Steueramtsrat;76;1;REP;BY;2;223;0;
Staudenmaier, Sebastian;1990;Student;94;1;PIRATEN;BW;7;269;0;
Stawitz, Ingo;1950;Tiefdruckfarbretuscheur;17;1;NPD;SH;1;7;0;
Steck-Walicki, Zofia Teresa;1947;Rentnerin;95;2;pro Deutschland;HE;2;;0;
Steffel, Dr. Frank;1966;Diplom-Kaufmann, mittelständiger Unternehmer;78;1;CDU;BE;4;77;1;
Steffen, Dr. Hans Joachim;1956;Professor;87;1;FREIE WÄHLER;BW;23;;0;
Steffen, Jan Oliver;1973;Biologe;88;1;Die PARTEI;HE;3;;0;
Steffen, Sonja Amalie;1963;Rechtsanwältin;81;2;SPD;MV;1;15;2;
Stefinger, Dr. Wolfgang;1985;Diplom-Betriebswirt (FH);88;1;CSU;BY;18;219;1;
Stegemann, Albert;1976;Landwirtschaftsmeister;1;1;CDU;NI;27;31;1;
Steggewentz, Derk-Olaf;1952;Lehrer im Angestelltenverhältnis;87;1;DIE LINKE;;;39;0;
Stegmair, Paul;1952;Beamter;78;1;REP;BY;27;;0;
Steidl, Dr. Christian;1973;Manager Marketing & Business Development;75;1;CSU;BY;48;;0;
Steigert, Marco;1974;Selbständig;99;1;REP;;;208;0;
Stein, Dr. Dieter;1957;Arzt;84;1;MLPD;HE;5;;0;
Stein, Florian Carsten;1983;Verwaltungswissenschaftler;88;1;NPD;BB;9;61;0;
Stein, Hans Hermann;1965;Volkswirt;88;1;FDP;NW;9;94;0;
Stein, Horst-Peter;1960;Versicherungsmakler;69;1;FDP;BB;7;;0;
Stein, Peter;1968;Diplom-Ingenieur;60;1;CDU;MV;6;14;1;
Stein, Uwe;1970;Unternehmensberater;75;1;PIRATEN;NW;14;;0;
Steinbach, Erika;1943;Informatikerin, Diplom-Verwaltungswirtin;77;2;CDU;HE;5;183;1;
Steinbeck, Torsten;1968;Kaufmann;78;1;NPD;;;246;0;
Steinberg, Sören;1979;Politologe M.A.;88;1;SPD;NI;47;;0;
Steinbrück, Peer;1947;Politiker;76;1;SPD;NW;1;104;2;
Steineke, Sebastian;1973;Rechtsanwalt;81;1;CDU;BB;9;56;1;
Steiner, Dorothea;1948;MdB, Lehrerin;76;2;GRÜNE;NI;10;39;0;
Steiner, Dr. Dagmar;1964;Ärztin;84;2;CDU;SH;25;;0;
Steiner, Kornelius;1992;Student;94;1;PARTEI DER VERNUNFT;BY;18;;0;
Steinert, Frank;1976;Brückenbauingenieur;60;1;PIRATEN;;;60;0;
Steinhauer, Rosemarie;1957;Sparkassenbetriebswirtin;69;2;FDP;NW;22;139;0;
Steinhoff, Felicitas;1985;Lehrkraft für indivividuellen Förderunterricht;87;2;PIRATEN;NI;5;;0;
Steininger, Fred;1938;Marketing- und Werbefachmann;75;1;pro Deutschland;BW;2;;0;
Steiniger, Johannes Eberhard;1987;Student;94;1;CDU;RP;16;;2;
Steininger, Sabine;1966;Büroleiterin;78;2;GRÜNE;BY;41;237;0;
Steinkamp, Jochen Hans-Theo;1981;Referent;76;1;CDU;NI;40;;0;
Steinkampf-Sommer, Axel;1966;Wirtschaftsprüfer, Steuerberater;75;1;AfD;;;49;0;
Steinke, Kersten;1958;MdB, Agraringenieurin;76;2;DIE LINKE;TH;1;191;2;
Steinke, Lilli;1941;Krankenschwester;85;2;Volksabstimmung;BW;3;;0;
Steinleitner, Alfred;1960;Gärtnermeister;5;1;NPD;;;227;0;
Steinmeier, Dr. Frank-Walter;1956;Jurist;81;1;SPD;BB;1;60;1;
Steinmetzer, Anja;1982;Referatsleiterin;76;2;Die PARTEI;BE;13;;0;
Steinwender, Frank Klaus;1966;Diplom-Ingenieur;60;1;GRÜNE;;;138;0;
Steinzen, Sebastian;1976;Studienrat;87;1;FDP;NW;58;125;0;
Steltner, Jens Christoph;1986;Arzt;84;1;PIRATEN;HE;7;;0;
Stemke, Jürgen;1972;Diplom-Ingenieur für Elektrotechnik;60;1;PIRATEN;NI;8;51;0;
Stenzel, Jörn;1975;Betriebsprüfer im Außendienst;75;1;pro Deutschland;ST;5;;0;
Stephan, Tobias;1974;Unternehmer;75;1;PIRATEN;NW;19;;0;
Stephenson, Dr. Uwe;1955;Professor für Bauphysik und Raumakustik;87;1;GRÜNE;SH;10;;0;
Stern, Lars;1981;Lehrer;87;1;DIE LINKE;;;284;0;
Stetten Freiherr von, Christian;1970;MdB, Selbstständiger Kaufmann;76;1;CDU;;;268;1;
Stich, Jan Paul;1987;Student;94;1;GRÜNE;RP;8;207;0;
Stich, Volker Michael;1970;Unternehmer;75;1;AfD;BY;25;;0;
Stieger, Sandra Yvonne;1978;Diplom-Kauffrau;88;2;CDU;ST;10;;0;
Stieldorf, Linus Kester;1995;Student;94;1;FDP;;;89;0;
Stier, Dieter;1964;MdB, Diplom-Agraringenieur;76;1;CDU;ST;5;73;1;
Stierlin, Frank Joachim;1950;Rechtsanwalt;81;1;MLPD;;;118;0;
Stigge, Roland;1978;Informatiker;77;1;DIE LINKE;;;218;0;
Stillig, Daniel;1979;Logistiker;75;1;Die PARTEI;HH;12;;0;
Stimpfig, Jörg;1954;Lehrbeauftragter;87;1;FREIE WÄHLER;BW;6;259;0;
Stocker, Christof;1961;Theologe;88;1;ÖDP;;;286;0;
Stockert, Madeleine;1947;Sachbearbeiterin;78;2;MLPD;RP;1;208;0;
Stöckert, Manfred;1951;Diplom-Betriebswirt (FH);88;1;PIRATEN;;;157;0;
Stockhofe, Rita;1967;Mitarbeiterin im familiären Betrieb;97;2;CDU;NW;50;122;2;
Stockschläger, Hans Joachim;1959;Geschäftsführer;75;1;FDP;NW;32;109;0;
Stodt-Kirchholtes, Christiane;1962;Fachärztin für Frauenheilkunde;84;2;GRÜNE;SH;11;;0;
Stöger, Marco;1993;Industrieelektroniker;31;1;DIE LINKE;;;230;0;
Stöhr, Dr. Brigitte Karoline Doris;1960;Chemikerin;61;2;AfD;BY;3;;0;
Stoll, Matthias;1965;Dellentechniker;62;1;PIRATEN;;;45;0;
Stolte, Herbert Wolfgang Dirk;1963;Diplom-Ingenieur;60;1;Anderer KWV;;;168;0;
Stoltenberg, Peter Ferdinand;1949;Landwirt;1;1;GRÜNE;;;8;0;
Stolz, Andre;1972;Diplom-Volkswirt;88;1;CDU;HE;24;;0;
Stoppiera, Yvette;1979;Diplom-Ingenieurin Architektur;60;2;GRÜNE;SL;2;;0;
Storch von, Beatrix Amelie Ehrengard Eilika;1971;Rechtsanwältin;81;2;AfD;BE;2;75;0;
Storjohann, Gero;1958;MdB, Diplom-Betriebswirt (FH);76;1;CDU;SH;4;8;1;
Stork, Josef;1943;Sattler;37;1;FREIE WÄHLER;;;114;0;
Stötting, Sven Peter;1983;Maler;91;1;NPD;;;116;0;
Stöver, Mirco;1976;Werbetexter;70;1;Die PARTEI;HH;7;;0;
Stöwesand, Edwin Rüdiger Otto;1961;Maschinenbau-Ingenieur;60;1;CDU;HE;38;;0;
Strack, Walter;1964;Unternehmensberater;75;1;AfD;HH;5;;0;
Stracke, Stephan;1974;Mitglied des Deutschen Bundestages;76;1;CSU;;;257;1;
Strässer, Christoph;1949;Rechtsanwalt;81;1;SPD;NW;11;129;2;
Straßer, Walter;1952;Pensionär;95;1;PIRATEN;;;227;0;
Straub, Michael;1959;Diplom-Ingenieur;60;1;GRÜNE;;;269;0;
Straubinger, Max;1954;MdB, Versicherungskaufmann;76;1;CSU;;;230;1;
Straubinger, Werner;1967;Polizeibeamter;80;1;CSU;BY;52;;0;
Strebl, Matthäus;1952;Bankkaufmann;69;1;CSU;BY;35;;2;
Streit, Nancy;1980;Diplom-Betriebswirtin (VWA);88;2;Tierschutzpartei;;;68;0;
Streitle, Ludwig;1947;Lokführer;71;1;REP;BY;20;256;0;
Streitle, Sabine;1977;PKA-Apotheke;68;2;REP;BY;14;;0;
Streng, Maria-Luise;1957;Verwaltungsangestellte;78;2;FREIE WÄHLER;NW;7;;0;
Streng, Robert;1990;Schornsteinfeger;80;1;PIRATEN;;;236;0;
Strengmann-Kuhn, Wolfgang;1964;Mitglied des Deutschen Bundestages;76;1;GRÜNE;HE;6;185;0;
Strenz, Karin;1967;Mitglied des Deutschen Bundestages;76;2;CDU;MV;5;13;1;
Strerath, Christian;1988;Tischler;50;1;Die PARTEI;NW;39;;0;
Strickner, Gerald;1953;Baustoffberater;62;1;BüSo;BY;3;223;0;
Striess-Grubert, Udo;1959;Projektleiter;75;1;FREIE WÄHLER;NI;9;26;0;
Strippel, Hans-Jürgen;1951;Berufskraftfahrer;71;1;BüSo;BE;19;;0;
Stritzl, Thomas;1957;Rechtsanwalt;81;1;CDU;SH;10;5;2;
Ströbele, Hans-Christian;1939;Rechtsanwalt;81;1;GRÜNE;;;83;1;
Strobl, Thomas;1960;MdB, Rechtsanwalt;76;1;CDU;BW;5;267;1;
Stroedter, Jörg Klaus Hartmut;1954;Diplom-Volkswirt;88;1;SPD;;;77;0;
Stroman, Hero Jan;1946;Diplom-Kaufmann;88;1;FREIE WÄHLER;;;27;0;
Strotbek, Lisa;1986;Vermögensberaterin;69;2;FDP;BW;12;269;0;
Strothmann, Lena;1952;Damenschneidermeisterin, Modedesignerin;35;2;CDU;NW;18;132;2;
Stubbe, Hermann;1968;Lehrer;87;1;GRÜNE;NW;26;128;0;
Stubenrauch, Erhard;1947;Hausarzt;84;1;FDP;BY;45;248;0;
Stüber, Sabine Ursula;1953;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;BB;7;57;0;
Stübgen, Michael;1959;MdB, Pfarrer, Baufacharbeiter;76;1;CDU;BB;1;65;1;
Stück von der, Heidrun;1944;Lehrerin (pensioniert);95;2;DIE LINKE;NW;26;;0;
Stuckel-Lotz, Elke Marita;1948;Rentnerin;95;2;GRÜNE;;;125;0;
Stuiber, Alfred;1980;Gärtnermeister;5;1;FDP;BY;35;234;0;
Stumpp, Margit;1963;Oberstudienrätin;87;2;GRÜNE;BW;15;270;0;
Sturm, Jan;1965;Kfz-Zweiradmechaniker;28;1;NPD;BE;5;82;0;
Sturm, Karsten;1966;Selbständiger Kaufmann;99;1;AfD;SL;2;299;0;
Sturn, Timo;1979;Angestellter;78;1;AfD;;;287;0;
Stürtz, Heinrich;1949;Jurist;81;1;DIE LINKE;;;278;0;
Suhren, Bodo;1968;Beamter;78;1;AfD;NI;13;;0;
Summerer, Christa;1958;Kauffrau;78;2;BP;BY;5;;0;
Sünder, Claudia;1969;Leitende Angestellte;75;2;SPD;BW;24;270;0;
Sünneke, Olaf;1964;Handelsvertreter;68;1;BüSo;BY;11;;0;
Suntheim, Helmut Wilfried;1962;Diplom-Verwaltungsfachwirt (FH);76;1;FREIE WÄHLER;BY;14;251;0;
Suntum van, Dorothe;1963;Krankenschwester;85;2;AfD;NW;34;127;0;
Surmann, Udo;1948;Oberpolier, Bauleiter, Einzelhandelskaufmann;44;1;Anderer KWV;;;122;0;
Susemihl, Dirk;1969;Koch;41;1;NPD;MV;5;;0;
Süssig, Arno;1957;Lehrer;87;1;FREIE WÄHLER;MV;6;;0;
Süßmair, Alexander Wilhelm;1977;MdB, Chemielaborant;76;1;DIE LINKE;;;252;0;
Sütterlin-Waack, Dr. Sabine;1958;Rechtsanwältin;81;2;CDU;SH;6;1;1;
Swillus-Knöchel, Cornelia;1963;Medizinische Dokumentationsassistentin;82;2;DIE LINKE;NW;17;120;0;
Sylla, Franziska;1971;Diplom-Betriebswirtin (FH), Journalistin;88;2;Anderer KWV;;;75;0;
Szekely, Michael;1968;Rechtsanwalt;81;1;FDP;BY;12;242;0;
Szoboszlai, Josef;1984;Diplom-Wirtschaftsinformatiker (BA);77;1;PARTEI DER VERNUNFT;BW;4;;0;
Szymanek, Christian;1984;Mediengestalter;83;1;PIRATEN;;;42;0;
Szymanski, Holger;1972;Parlamentarischer Berater;76;1;NPD;SN;2;156;0;
Tacer, Philipp;1983;Student, Hochschulmitarbeiter;94;1;SPD;NW;49;106;0;
Tack, Kerstin;1968;Diplom-Sozialpädagogin;86;2;SPD;NI;24;41;1;
Tackmann, Dr. Kirsten;1960;MdB, Veterinärmedizinerin;76;2;DIE LINKE;BB;3;56;2;
Täge, Stefan;1969;Techniker;62;1;PIRATEN;;;275;0;
Taglang, Stefan Johannes;1965;Diplom-Ingenieur (Univ.);60;1;CSU;BY;65;;0;
Tangermann, Renate;1940;Kauffrau;78;2;CDU;SH;24;;0;
Tanis, Emre;1988;Taxifahrer;71;1;BIG;BE;7;80;0;
Tank, Azize;1950;Migrantenbeauftragte a.D.;95;2;DIE LINKE;BE;6;81;2;
Tanriverdi, Rasit;1969;Diplom-Informatiker;77;1;BIG;BE;2;81;0;
Tas, Hakan;1966;MdB, Journalist;76;1;DIE LINKE;BE;8;77;0;
Tasch, Marco Josef;1975;IT-Dienstleister;77;1;FREIE WÄHLER;TH;1;189;0;
Tassis, Alexander;1970;Historiker (M.A.);88;1;AfD;HB;5;;0;
Taube, Ralf Thomas;1964;Verwaltungsangestellter;78;1;NPD;;;32;0;
Tauber, Dr. Peter Michael;1974;Mitglied des Deutschen Bundestages;76;1;CDU;HE;10;175;1;
Tausend, Claudia Rosina;1964;Diplom-Geographin;88;2;SPD;BY;14;219;2;
Tegethof, Hans Josef;1946;Diplom-Ingenieur;60;1;Anderer KWV;;;137;0;
Tempel, Frank;1969;MdB, Polizeibeamter;76;1;DIE LINKE;TH;4;195;2;
Tempel, Patrick;1987;Angestellter;78;1;CDU;MV;12;;0;
Terpe, Dr. Frank Harald;1954;Arzt;84;1;GRÜNE;MV;1;14;2;
Terwiesche, Michael;1964;Rechtsanwalt;81;1;FDP;NW;24;114;0;
Teschke, Dr. Ditmar;1963;Diplom-Chemiker, Lehrer;61;1;Anderer KWV;;;135;0;
Tessmer, Norbert;1953;Zweiter Bürgermeister;76;1;SPD;;;238;0;
Teuteberg, Holger;1964;Berufsschullehrer;87;1;AfD;;;32;0;
Teybig, Gerald Günther;1962;Betriebswirt;88;1;PIRATEN;;;93;0;
Thalmeier, Just;1969;Maurerpolier;44;1;FREIE WÄHLER;;;229;0;
Tharun, Vivien Franziska Louise;1980;Hausfrau;95;2;Die PARTEI;NW;6;;0;
Theelen, Sebastian;1979;Gesundheits- und Krankenpfleger;85;1;PARTEI DER VERNUNFT;NW;7;;0;
Theis, Klaus;1957;Kaufmann;78;1;ÖDP;RP;25;;0;
Theißen, Andreas Manfred;1972;Forstwirt, Zimmermann;6;1;NPD;MV;8;;0;
Thenhart, Vincent;1993;Schüler;94;1;PIRATEN;RP;1;209;0;
Theobald, Jessica;1976;Ergotherapeutin;85;2;CDU;SL;22;;0;
Theobald, Robert;1960;Diplom-Verwaltungswirt;76;1;SPD;SL;12;;0;
Thews, Michael;1964;Diplom-Chemie-Ingenieur;61;1;SPD;NW;54;145;1;
Thiel, Carsten;1969;Kaufmann;78;1;FREIE WÄHLER;NW;4;108;0;
Thiel, Volker;1955;Unternehmensberater;75;1;FDP;BE;6;84;0;
Thiele, Dr. Thomas;1957;Facharzt für Hautkrankheiten;84;1;FDP;NI;24;39;0;
Thiele, Henry Karl-Heinz;1960;Diplom-Agraringenieur;3;1;FDP;HE;22;;0;
Thiele, Werner Wolfgang;1947;Rentner;95;1;AfD;;;243;0;
Thieme, Axel;1949;Kaufmännischer Angestellter;78;1;NPD;NW;7;143;0;
Thiesen, Frank;1966;Berufsfeuerwehrmann;80;1;PIRATEN;;;78;0;
Thissen, Dr. Karin;1960;Tierärztin;84;2;SPD;SH;10;3;0;
Thomae, Christian;1981;Designer;83;1;PIRATEN;BW;14;258;0;
