© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Schellhas, Lars Erik;1995;Schüler/Abiturient;94;1;GRÜNE;;;108;0;
Schellong, Michael Manfred;1962;Unternehmer;75;1;AfD;HB;4;;0;
Schenk, Gerhard Friedrich Philipp;1954;Diplom-Volkswirt;88;1;AfD;HE;13;;0;
Schenk, Karsten;1976;Berufssoldat;80;1;CDU;HE;40;;0;
Schepke, Dr. Frank;1935;Diplom-Landwirt;1;1;Anderer KWV;;;6;0;
Scherbaum, Sabine Maria;1960;Ingenieurin;60;2;DIE FRAUEN;BY;2;;0;
Scherer, Christian;1956;Fachzahnarzt;84;1;CDU;NI;38;;0;
Scherer, Herbert;1946;Heizungsmonteur;26;1;REP;BW;9;;0;
Scherf-Michel, Sandra;1976;selbstständige Finanz-und Versicherungsfachwirtin;69;2;FDP;TH;5;;0;
Scherie, Frank;1968;Informatiker;77;1;AfD;NW;23;;0;
Scheringer-Wright, Dr. Johanna Marianne;1963;Agrar-Ingenieurin;3;2;DIE LINKE;HE;9;169;0;
Schernau, Lutz;1958;Maschinenbauer;27;1;NPD;;;259;0;
Schernikau, Rene;1972;Angestellter;78;1;PIRATEN;;;66;0;
Scheu, Dr. Hildegard;1956;Unternehmerin;75;2;GRÜNE;HE;17;174;0;
Scheuch-Paschkewitz, Heidemarie;1959;Diplom-Sozialpädagogin;88;2;DIE LINKE;HE;5;170;0;
Scheuer, Dr. Andreas Franz;1974;Mitglied des Deutschen Bundestages;76;1;CSU;BY;13;229;1;
Scheunemann, Günter Werner;1954;Feuerwehrmann;80;1;FREIE WÄHLER;NI;7;35;0;
Schick, Dr. Gerhard;1972;Mitglied des Deutschen Bundestages;76;1;GRÜNE;BW;4;275;2;
Schicke-Uffmann, Jens-Wolfhard;1987;Progammierer, wissenschaftlicher Mitarbeiter;77;1;PIRATEN;NI;1;50;0;
Schieder, Marianne;1962;MdB, Juristin;76;2;SPD;BY;6;234;2;
Schiefner, Udo;1959;Qualitätstechniker, Leiter Qualitätssicherheit;62;1;SPD;NW;7;111;2;
Schiek, Markus;1967;Diplom-Finanzwirt;76;1;FDP;NW;15;135;0;
Schiel, Dr. Tilmann;1943;Rentner;95;1;DIE LINKE;;;237;0;
Schieren, Dr. Stefan;1964;Hochschulprofessor;87;1;SPD;BY;44;217;0;
Schierkolk, Jan;1984;Master in International Affairs;88;1;GRÜNE;HE;22;;0;
Schievelbein, Ulrike Vera;1958;Verwaltungsbeschäftigte;78;2;DIE VIOLETTEN;BY;13;;0;
Schiewerling, Karl Richard Maria;1951;Mitglied des Deutschen Bundestages;76;1;CDU;;;127;1;
Schiffer, Patrick;1973;Mediendesigner;83;1;PIRATEN;NW;12;107;0;
Schigadlo, Alex;1988;Industriemechaniker;27;1;Die PARTEI;NW;48;;0;
Schild, Wilhelm;1960;Beamter;78;1;ÖDP;RP;3;206;0;
Schilke, Barbara Maria;1953;Geschäftsführerin;75;2;MLPD;MV;1;17;0;
Schiller, Chris;1988;Auszubildender;98;1;Die PARTEI;;;81;0;
Schiller, Marcel;1991;Verwaltungsfachangestellter;78;1;FDP;NI;17;33;0;
Schiltz, Brigitte Ida Wilhelmine;1939;Rentnerin;95;2;Bündnis 21/RRP;NW;4;138;0;
Schimke, Jana;1979;Politologin;88;2;CDU;BB;8;62;1;
Schimke, Peter;1954;Nachrichtentechniker, Betriebsrat;62;1;DIE LINKE;BW;16;265;0;
Schimmel, Wolfgang;1962;Diplom-Ingenieur;60;1;NPD;;;1;0;
Schimmer, Arne Wolfgang;1973;Mitglied des Landtages;76;1;NPD;;;166;0;
Schimmer-Göresz, Gabriela;1952;Rechtsanwaltsfachangestellte;78;2;ÖDP;BY;2;255;0;
Schindele, Dietmar;1971;Schlosser;25;1;REP;BY;44;;0;
Schindler, Gertraud;1948;Damenschneiderin i.R.;95;2;DIE VIOLETTEN;BY;14;;0;
Schindler, Jörg;1972;Rechtsanwalt;81;1;DIE LINKE;ST;6;70;0;
Schindler, Norbert Ludwig;1949;MdB, Landwirtschaftsmeister;76;1;CDU;RP;4;209;1;
Schinkel, Mike;1975;Bankbetriebswirt;69;1;ÖDP;BW;7;288;0;
Schipanski, Tankred;1976;MdB, Rechtsanwalt;76;1;CDU;TH;5;192;1;
Schippan, Martin;1987;Germanist;88;1;Die PARTEI;;;79;0;
Schira, Frank Thorsten;1964;Bürokaufmann;78;1;CDU;;;22;0;
Schirrmacher, Fred;1962;Steuerfachangestellter;75;1;MLPD;BE;3;;0;
Schlachter, Eugen;1957;Bankvorstand;69;1;GRÜNE;BW;16;292;0;
Schlage, Britta;1956;Richterin;81;2;SPD;HH;9;;0;
Schlak, Viktor;1978;Fachlogistiker;75;1;NPD;;;112;0;
Schlang, Elmar Norman;1981;Fachinformatiker;77;1;PARTEI DER VERNUNFT;BY;14;;0;
Schlatmann-Wellnhofer, Elke;1965;Gymnasiallehrerin;87;2;SPD;BY;49;;0;
Schlecht, Michael;1951;Mitglied des Deutschen Bundestages;76;1;DIE LINKE;BW;1;275;2;
Schlegel, Astrid;1954;Medizinisch-technische Assistentin;85;2;SPD;NI;30;;0;
Schlegel, Dr. Dorothee;1959;Sprachwissenschaftlerin;88;2;SPD;BW;20;276;2;
Schlegel, Peter;1960;Krankenpfleger;85;1;DIE LINKE;;;241;0;
Schleicher-Frank, Marion;1964;Kauffrau;78;2;FREIE WÄHLER;RP;3;209;0;
Schlender, Dr. Manfred;1943;Unternehmensberater;75;1;pro Deutschland;MV;5;;0;
Schlenker, Thomas;1963;Architekt;60;1;GRÜNE;;;67;0;
Schlesiger, Sven;1986;Krankenpfleger;85;1;DIE LINKE;NW;21;;0;
Schlesinger, Paul Friedrich Georg Martin;1947;Schweißer;24;1;MLPD;;;122;0;
Schlierer, Dr. Rolf;1955;Rechtsanwalt;81;1;REP;BW;2;;0;
Schlierf, Hanns-Dieter;1954;Allgemeinarzt;84;1;ÖDP;BY;23;226;0;
Schlitter-Baukloh, Wilhelm Heinz Bernd;1942;Rentner;95;1;MLPD;NW;19;;0;
Schloon, Ursula Grete;1943;Physiotherapeutin i.R.;95;2;Tierschutzpartei;SH;3;;0;
Schlösser, Andre;1975;Diplom-Sozialarbeiter, Diplom-Sozialpädagoge;86;1;Die PARTEI;NW;30;;0;
Schlösser, Olaf;1971;Sexualpädagoge;86;1;Die PARTEI;NW;10;;0;
Schlosser, Siegfried;1956;Programmierer;77;1;PIRATEN;;;80;0;
Schlöter, Manfred;1940;Rentner;95;1;Die PARTEI;NW;36;110;0;
Schlöter, Marlies;1950;Freiberuflerin;99;2;Die PARTEI;NW;35;;0;
Schlöter, Wibke;1984;Wirtin;91;2;Die PARTEI;NW;52;;0;
Schlottmann, Klaus-Dieter;1949;Lehrer für Fachpraxis;87;1;PBC;NI;3;45;0;
Schlüchting, Martin;1967;Diplom-Sozialwissenschaftler;88;1;FREIE WÄHLER;NW;12;;0;
Schlude, Bärbel;1976;Medizinisch-technische Assistentin;85;2;REP;BY;24;;0;
Schlumberger-Dogu, Lilian;1950;Lehrerin;87;2;DIE LINKE;BY;19;;0;
Schlüter, Andrew Niko;1967;Kunststoff-Formgeber;15;1;MLPD;BE;1;82;0;
Schlüter, Brigitte;1944;Rentnerin;95;2;FDP;HE;26;;0;
Schlüter, Sanja;1977;Mendiengestalterin für Printmedien;83;2;MLPD;BE;6;;0;
Schmalcz, Andreas;1965;Veranstaltungskaufmann;78;1;CSU;BY;70;;0;
Schmalzbauer, Reinhold;1975;Techniker;62;1;GRÜNE;BY;52;234;0;
Schmatz, Thomas Maria;1949;Selbstständiger Kaufmann;67;1;CSU;BY;58;;0;
Schmelzle, Heiko;1970;Sparkassenbetriebswirt;69;1;CDU;NI;26;24;2;
Schmezer, Susanne;1967;Technikerin für Weinbau und Kellerwirtschaft;3;2;CDU;BW;43;;0;
Schmid, Christoph Matthias;1980;Lehrer;87;1;PIRATEN;BY;18;225;0;
Schmidhuber, Anna;1988;Studentin;94;2;GRÜNE;BY;51;;0;
Schmidt, Christel;1936;Kauffrau;78;2;REP;RP;8;;0;
Schmidt, Christian;1957;MdB, parlamentarischer Staatssekretär;76;1;CSU;BY;9;243;1;
Schmidt, Dagmar;1973;Historikerin;88;2;SPD;HE;6;172;2;
Schmidt, Detlef Werner;1953;Angestellter, Diplomwirtschaftler;88;1;FREIE WÄHLER;;;84;0;
Schmidt, Dr. Andreas;1970;Historiker;88;1;SPD;ST;5;74;0;
Schmidt, Dr. Frithjof;1953;Sozialwissenschaftler;88;1;GRÜNE;NW;4;140;2;
Schmidt, Edda;1948;Hausfrau;95;2;NPD;BW;2;290;0;
Schmidt, Felix;1990;Student;94;1;GRÜNE;RP;10;211;0;
Schmidt, Gabriele;1956;Industriekauffrau;78;2;CDU;BW;13;;2;
Schmidt, Hans;1939;Rentner;95;1;NPD;;;295;0;
Schmidt, Heike;1964;Bügermeisterin;76;2;CDU;SN;14;;0;
Schmidt, Heiko Gerhard;1988;Student;94;1;GRÜNE;BY;46;249;0;
Schmidt, Ingeborg;1946;Hausfrau;95;2;pro Deutschland;BY;3;;0;
Schmidt, Marion Beate Frederike;1954;Sozialpädagogin;86;2;MLPD;BY;10;;0;
Schmidt, Matthias;1976;Kaufmännischer Angestellter;88;1;FREIE WÄHLER;;;85;0;
Schmidt, Matthias;1963;Beamter;78;1;SPD;BE;8;84;2;
Schmidt, Mirko;1966;Verwalter;75;1;pro Deutschland;SN;1;155;0;
Schmidt, Peer;1956;Gießereifacharbeiter;20;1;REP;BE;4;;0;
Schmidt, Rainer;1962;Klavierbaumeister;30;1;DIE VIOLETTEN;BY;30;;0;
Schmidt, Renate (Gisela);1959;Musiklehrerin;87;2;MLPD;;;295;0;
Schmidt, Rudolf Lothar;1951;Diplom-Gartenbauingenieur;5;1;DIE LINKE;SN;12;161;0;
Schmidt, Sebastian;1987;Bürokaufmann, Student;78;1;FREIE WÄHLER;;;76;0;
Schmidt, Stefan Rupert;1981;Wissenschaftlicher Angestellter;88;1;GRÜNE;BY;10;232;0;
Schmidt, Steffen;1965;Diplom-Betriebswirt (BA);88;1;FREIE WÄHLER;SN;5;;0;
Schmidt, Sven;1973;Direktor Vertrieb;75;1;AfD;;;9;0;
Schmidt, Ulla;1949;Sonderschulpädagogin, Bundesministerin a. D.;87;2;SPD;NW;10;87;2;
Schmidt, Wiebke;1985;Referentin;76;2;FDP;HE;28;;0;
Schmidt-Berg, Lars;1978;Selbstständig, Bachelor of Arts;99;1;CDU;NI;33;;0;
Schmidtke, Sebastian;1985;Kaufmann;78;1;NPD;BE;2;83;0;
Schmidtsdorff-Aicher, Renate Johanna;1942;Diplom-Physikerin i. R.;95;2;DIE FRAUEN;BY;4;;0;
Schmitsdorf, Klaus;1949;Hartz-IV- und Erwerbslosen-Berater;86;1;DIE LINKE;;;235;0;
Schmitt, Markus;1966;Selbständiger Kaufmann;67;1;GRÜNE;SL;4;299;0;
Schmitt, Oliver Maria;1966;Schriftsteller;82;1;Die PARTEI;HE;1;;0;
Schmitt, Peter;1966;Hausmeister;79;1;ÖDP;RP;14;;0;
Schmitt, Roman;1984;Fachinformatiker;77;1;PIRATEN;RP;9;208;0;
Schmitt, Ronja;1989;Studentin;94;2;CDU;BW;19;;0;
Schmitt, Thomas;1973;Jurist;81;1;CDU;SL;15;;0;
Schmitz, Dr. Christian Zlatko;1975;Geschäftsführer;75;1;SPD;RP;35;;0;
Schmitz, Hans Werner Karl;1951;Finanzbeamter;78;1;AfD;;;103;0;
Schmitz, Thomas;1961;Schifffahrtskaufmann;70;1;CDU;HB;4;;0;
Schmitz-Rixen, Dr. Jutta;1944;Beamtin i.R.;95;2;CDU;BW;45;;0;
Schmitz-Stadtfeld, Marion;1962;Politologin;88;2;SPD;HE;44;;0;
Schmolt, Mike;1980;Auszubildender;98;1;Die PARTEI;BE;26;;0;
Schmück, Ulrich;1961;Diplom-Informatiker;77;1;FDP;SH;8;2;0;
Schnabel, Philipp;1986;Student;94;1;PIRATEN;SN;11;;0;
Schneider, Carsten;1976;Mitglied des Deutschen Bundestages;76;1;SPD;TH;1;193;2;
Schneider, Dr. Heinz-Joachim Hubert;1939;Rentner;95;1;REP;TH;3;;0;
Schneider, Helmut;1958;Diplom-Ingenieur (FH);60;1;AfD;BW;3;284;0;
Schneider, Johannes;1957;Winzer, Diplom-Ingenieur-Oenologe;1;1;ÖDP;RP;2;;0;
Schneider, Kevin;1991;Student (Jura);94;1;FDP;NW;44;126;0;
Schneider, Klaus;1948;Pensionär;95;1;FREIE WÄHLER;BW;19;;0;
Schneider, Maik;1987;Erzieher;86;1;NPD;;;60;0;
Schneider, Maria Magdalena;1940;Krankenschwester;85;2;CDU;SL;12;;0;
Schneider, Mario Dieter;1971;Betreuungshelfer;86;1;ÖDP;ST;4;;0;
Schneider, Matthias;1960;Systemanalytiker;77;1;GRÜNE;NW;24;116;0;
Schneider, Norbert;1964;Fernmeldemonteur;31;1;DIE LINKE;TH;6;;0;
Schneider, Ronny;1982;Bachelor of Science, Angestellter;88;1;FREIE WÄHLER;ST;10;;0;
Schneider, Tilo Helmut;1965;Chemiefacharbeiter;61;1;PIRATEN;SN;12;158;0;
Schneider, Ulrich;1972;Mitglied des Deutschen Bundestages;76;1;GRÜNE;BW;12;267;0;
Schnellinger, Martin;1970;Beamter im Auswärtigen Amt;78;1;ÖDP;BE;5;;0;
Schnieder, Patrick;1968;MdB, Jurist, Bürgermeister a.D.;76;1;CDU;RP;10;203;1;
Schnorbusch, Christian Bernhard;1986;Diplom-Volkswirt;88;1;FDP;BY;24;;0;
Schnorr, Michael;1954;Verwaltungsangestellter;78;1;NPD;NW;4;102;0;
Schnurr, Christoph;1984;Bundestagsabgeordneter;76;1;FDP;HE;5;183;0;
Scho-Antwerpes, Elfi;1952;Diplom-Ingenieurin;60;2;SPD;NW;32;94;0;
Schock, Thomas Friedrich;1968;Technischer Betriebswirt;78;1;DIE LINKE;;;138;0;
Schockenhoff, Dr. Andreas;1957;Mitglied des Deutschen Bundestages;76;1;CDU;;;294;1;
Schöffberger, Michael Anton Max;1967;Polizeibeamter;80;1;ÖDP;BY;24;229;0;
Scholl, Benjamin;1990;Student;94;1;ÖDP;TH;7;;0;
Scholtz, Michele;1993;Studentin;94;2;Die PARTEI;HE;4;;0;
Scholz, Claudia;1953;Buchhalterin;77;2;FREIE WÄHLER;TH;4;194;0;
Scholz, Daniela;1972;Diplom-Psychologin;88;2;Die PARTEI;BE;34;;0;
Scholz, Rebecca;1993;Studentin;94;2;FREIE WÄHLER;HE;3;177;0;
Scholze, Dennis;1979;Studienrat;87;1;SPD;NI;33;;0;
Schomaker, Bernd;1958;Kaufmann;78;1;FDP;HB;4;;0;
Schon, Manuela;1982;Angestellte;78;2;DIE LINKE;HE;13;179;0;
Schön, Nadine;1983;Mitglied des Deutschen Bundestages;76;2;CDU;SL;2;298;1;
Schönberger, Maximilian;1944;Rentner;95;1;Bündnis 21/RRP;BY;11;256;0;
Schöne, Andre Gerhard;1967;Krankenpflegehelfer;85;1;FDP;SN;14;;0;
Schöne, Matthias;1968;Facharbeiter für BMSR-Technik;31;1;Die PARTEI;HH;16;;0;
Schöne, Tilo;1957;Selbständiger Hausmeister;79;1;REP;BY;4;225;0;
Schoner, Katja;1970;Kauffrau;78;2;SPD;NI;42;;0;
Schöps, Jeniffer;1986;Schweißerin;24;2;NPD;;;146;0;
Schöps, Richard;1967;Grafiker;83;1;BP;BY;8;;0;
Schrade, Rene;1970;Industriemechaniker;27;1;NPD;;;262;0;
Schrader, Katharina Marianne Ute;1981;Wissenschaftliche Mitarbeiterin;88;2;SPD;BY;30;256;0;
Schrage, Christopher;1964;Wissenschaftlicher Referent;76;1;PIRATEN;NW;22;;0;
Schramm, Manfred Friedrich;1960;IT-Systemberater;77;1;PIRATEN;;;113;0;
Schreckenbauer, Stefan;1981;Ingenieur;60;1;FDP;BW;36;261;0;
Schregle, Robert Adolf;1963;Kaufmännischer Angestellter;78;1;AfD;BY;37;229;0;
Schreiber, Ernst;1948;Diplom-Ingenieur;60;1;FDP;NI;19;45;0;
Schreiber, Ines;1973;Krankenschwester;85;2;NPD;;;162;0;
Schreiber, Peter;1973;Geschäftsführer;75;1;NPD;SN;5;155;0;
Schreiner, Bernd;1967;Architekt;60;1;PIRATEN;TH;3;197;0;
Schreiner, Bertold;1960;Geigenbauer;30;1;BüSo;BW;5;;0;
Schreiter, Normen;1984;Elektriker;31;1;NPD;;;14;0;
Schröder, Arno;1958;Selbstständig;99;1;PIRATEN;;;167;0;
Schröder, Dr. Kristina;1977;Bundesministerin;76;2;CDU;HE;2;179;1;
Schröder, Dr. Ole;1971;MdB, Rechtsanwalt, Parlamentarischer Staatssekretär;76;1;CDU;SH;2;7;1;
Schröder, Henrik;1994;Verfahrensmechaniker;19;1;FDP;;;35;0;
Schröder, Patrick Hermann;1983;Informatik-Kaufmann;77;1;NPD;;;235;0;
Schröder, Peter Christian;1965;Kommunikationsberater;87;1;FREIE WÄHLER;NW;5;149;0;
Schröder, Simon;1954;Student;94;1;Die PARTEI;BE;25;;0;
Schröder, Volker Georg;1970;IT-Berater;77;1;PIRATEN;;;84;0;
Schrodi, Michael;1977;Studienrat;87;1;SPD;BY;23;216;0;
Schröer, David;1985;Ausbilder für Industriegerüstbau;65;1;NPD;;;164;0;
Schropp, Michael;1970;Student;94;1;GRÜNE;BY;34;256;0;
Schröter, Eric;1985;Kaufmann im Groß- und Außenhandel;67;1;Die PARTEI;BE;50;;0;
Schröter, Lutz;1968;Technischer Angestellter;62;1;FREIE WÄHLER;;;133;0;
Schrutek, Andrea;1963;Wissenschaftliche Mitarbeiterin, Fachverkäuferin;76;2;DIE LINKE;SN;11;164;0;
Schubert, Hans-Joachim;1949;Klempner;26;1;NPD;;;144;0;
Schubert, Manfred;1970;Software-Entwickler;77;1;PIRATEN;TH;2;193;0;
Schubert, Prof. Johann Gottfried Emil;1931;Diplom-Ingenieur;60;1;REP;BY;9;;0;
Schuchardt, Rainer;1950;Diplom-Verwaltungswirt (FH);76;1;FREIE WÄHLER;SH;1;8;0;
Schuch-Leitl, Andrea Helga;1962;Krankenschwester;85;2;GRÜNE;BY;47;;0;
Schuh, Lore;1947;Lehrerin i.R.;95;2;ÖDP;BW;24;;0;
Schuhfuß, Marlene;1980;Augenoptikerin;30;2;Die PARTEI;HH;17;;0;
Schuldt, Robert;1977;Diplom-Ingenieur Informatik;77;1;PIRATEN;MV;9;;0;
Schulenburg, Dr. Jörg;1969;Physiker;61;1;PIRATEN;;;69;0;
Schüler, Fritz;1939;Rentner;95;1;pro Deutschland;BW;4;;0;
Schuler, Selina;1992;Studentin;94;2;PIRATEN;SL;3;;0;
Schulhauser, Kevin;1989;Kaufmännischer Assistent für Betriebswirtschaft;78;1;NPD;;;195;0;
Schulte, Karl Stephan;1963;Unternehmensberater;75;1;DIE LINKE;;;130;0;
Schulte, Klaus Keno Friedrich;1982;Student;94;1;Die PARTEI;NW;3;;0;
Schulte, Michael;1962;Geschäftsführer;75;1;FDP;NW;53;150;0;
Schulte, Patrik;1980;Freier Journalist;82;1;DIE LINKE;HB;4;;0;
Schulte, Peter;1969;Fraktionsgeschäftsführer;76;1;DIE LINKE;;;148;0;
Schulte, Ursula;1952;Hausfrau;95;2;SPD;NW;14;126;2;
Schulte-Drüggelte, Bernhard August;1951;Diplom-Ingenieur Agrar;3;1;CDU;NW;16;146;1;
Schulz, Carmen;1957;Versicherungskauffrau;69;2;FDP;;;65;0;
Schulz, Dieter;1969;Montierer;32;1;NPD;NW;9;139;0;
Schulz, Herbert Heinrich Paul;1947;Rentner;95;1;DIE LINKE;HH;6;21;0;
Schulz, Jens Uwe;1953;Sozialpädagoge;86;1;DIE LINKE;SH;8;11;0;
Schulz, Jimmy;1968;Mitglied des Deutschen Bundestages;76;1;FDP;BY;5;222;0;
Schulz, Mathias;1980;Chemikant;14;1;BüSo;BE;11;82;0;
Schulz, Olaf;1958;Kommunalbeamter;78;1;FREIE WÄHLER;NI;10;33;0;
Schulz, Rudolf Werner;1956;Verwaltungsangestellter;78;1;FREIE WÄHLER;HE;12;;0;
Schulz, Swen;1968;Mitglied des Deutschen Bundestages;76;1;SPD;BE;2;78;2;
Schulz-Asche, Kordula Anna Paula;1956;Kommunikationswissenschaftlerin;88;2;GRÜNE;HE;5;181;2;
Schulze, Angelina;1984;Studentin;94;2;NPD;;;106;0;
Schulze, Dr. Heiko K. L.;1954;Denkmalpfleger;82;1;PIRATEN;SH;1;;0;
Schulze, Dr. Klaus-Peter;1954;Diplom-Lehrer Biologie/Chemie, Bürgermeister;87;1;CDU;BB;7;64;1;
Schulze, Karl-Heinz;1955;Gärtner;5;1;MLPD;MV;5;;0;
Schulze, Prof. Dr. Joachim;1952;Professor;87;1;GRÜNE;;;157;0;
Schulze, Sebastian Richard;1976;Unternehmer;75;1;AfD;;;150;0;
Schulze, Wolfgang;1949;Arbeitslos;95;1;REP;NW;7;;0;
Schulze-Hagen, Dr. Alfons;1952;Rechtsanwalt;81;1;CDU;BW;48;;0;
Schumacher, Markus;1977;Historiker;88;1;NPD;;;141;0;
Schumacher, Ulrich;1966;Diplom-Ingenieur;60;1;PIRATEN;;;127;0;
Schumacher, Wolfgang;1959;Lagerist;74;1;DIE LINKE;;;297;0;
Schumann, Claudia Ilse;1960;Betriebswirtin;88;2;PIRATEN;;;46;0;
Schumann, Edeltraud;1960;Postzustellerin;73;2;MLPD;ST;9;;0;
Schumann, Kai;1982;Student;94;1;Die PARTEI;NW;2;;0;
Schummer, Uwe;1957;Groß- und Außenhandelskaufmann;67;1;CDU;NW;43;111;1;
Schunder, Günther;1953;Unternehmerberater;75;1;FREIE WÄHLER;BW;8;295;0;
Schünemann, Christina Anna Sarah;1986;Studentin;94;2;Die PARTEI;HH;3;;0;
Schünemann, Wolf-Joachim;1963;Geschäftsführender Gesellschafter;75;1;AfD;BY;7;;0;
Schupeck, Anna;1984;Studentin;94;2;AfD;BW;6;261;0;
Schurer, Ewald;1954;MdB, Diplom-Betriebswirt;76;1;SPD;BY;7;214;2;
Schürer, Tilman Gregor;1979;Rechtsanwalt;81;1;FDP;BY;23;244;0;
Schurig, Stephan;1984;Student;94;1;PIRATEN;ST;2;72;0;
Schusser-Backhaus, Ellen;1956;Rechtsanwältin;81;2;CDU;HE;33;;0;
Schüßler, Claudia;1967;Rechtsanwältin;81;2;SPD;NI;44;;0;
Schüßler, Gitta;1961;Mitglied des Landtages;76;2;NPD;;;163;0;
Schüßler, Sigrid;1969;Schauspielerin;83;2;NPD;BY;2;;0;
Schuster, Armin;1961;Mitglied des Deutschen Bundestages;76;1;CDU;;;282;1;
Schuster, Marina Walburga;1975;MdB, Diplom-Kauffrau;76;2;FDP;BY;4;246;0;
Schütt, Hinrich;1976;Rechtsanwalt;81;1;FDP;MV;9;;0;
Schütz, Annette;1960;Rechtsanwältin;81;2;SPD;NI;58;;0;
Schützinger, Jürgen;1953;Geschäftsführer;75;1;NPD;BW;1;286;0;
Schützinger, Rudolf;1982;Industriemeister;65;1;NPD;;;280;0;
Schwab, Dr. Martin;1967;Universitätsprofessor;87;1;ÖDP;BE;1;;0;
Schwabe, Frank;1970;Mitglied des Deutschen Bundestages;76;1;SPD;NW;47;121;1;
Schwabe, Holger;1964;Referent;76;1;FDP;;;86;0;
Schwalb, Gisela;1959;Tagesmutter;86;2;MLPD;BW;10;;0;
Schwamen van, Jürgen;1957;Jurist;81;1;PIRATEN;;;135;0;
Schwang, Dietrich;1948;Diplom-Mathematiker;61;1;MLPD;SL;1;296;0;
Schwanholz, Dr. Martin;1960;MdB;76;1;SPD;NI;28;39;0;
Schwanke, Benjamin;1982;Jurist;81;1;FDP;HH;8;;0;
Schwartze, Stefan;1974;MdB, Industriemechaniker;76;1;SPD;NW;44;133;1;
Schwarz, Andreas;1965;Erster Bürgermeister;76;1;SPD;BY;19;236;2;
Schwarz, Antje;1951;Diplom-Chemikerin;61;2;FREIE WÄHLER;ST;8;;0;
Schwarz, Christian;1978;Softwareentwickler;77;1;PIRATEN;BW;5;;0;
Schwarz, Doris;1967;Sachbearbeiterin;78;2;FAMILIE;SL;3;;0;
Schwarz, Dr. Bruno;1949;Diplom-Chemiker;61;1;DIE LINKE;;;188;0;
Schwarz, Dr. Caroline;1971;Chemikerin;61;2;BP;BY;2;;0;
Schwarz, Dr. Christian;1974;Politikwissenschaftler;88;1;CSU;BY;55;;0;
Schwarz, Marion;1957;Kinder- und Jugendpsychotherapeutin;88;2;GRÜNE;RP;12;;0;
Schwarz, Thomas Ludwig;1970;Politischer Sekretär;76;1;DIE LINKE;BY;12;215;0;
Schwarzelühr-Sutter, Rita;1962;Mitglied des Deutschen Bundestages;76;2;SPD;BW;10;288;2;
Schwarzer, Andreas;1961;Rechtsanwalt;81;1;FDP;BY;40;216;0;
Schwarzer, Christina;1976;Rechtsanwalts-, Notarfachangestellte;81;2;CDU;BE;6;82;2;
Schwarzer, Frank;1974;Diplom-Sozialarbeiter;86;1;DIE LINKE;;;132;0;
Schwede-Oldehus, Babett;1962;Kauffrau;2;2;CDU;SH;14;;0;
Schwedthelm, Christopher Björn;1987;Student;94;1;AfD;SH;24;;0;
Schween, Ingrid;1963;Sozialarbeiterin;86;2;DIE LINKE;NW;22;;0;
Schweickert, Dr. Erik;1972;MdB, Professor;76;1;FDP;BW;8;279;0;
Schweiger, Dr. Hermann Josef;1954;Allgemeinarzt;84;1;ÖDP;BY;5;;0;
Schweighöfer, Daniel;1980;IT-Fachkraft;77;1;PIRATEN;BE;12;;0;
Schweitzer, Angelika;1949;Rentnerin;95;2;MLPD;NW;13;;0;
Schweizer, Frank;1946;Diplom-Ingenieur Bauingenieurwesen;60;1;Anderer KWV;;;258;0;
Schweizerhof, Sabine Eva Elisabeth;1949;Rentnerin;95;2;MLPD;NW;17;;0;
Schwenk, Axel;1964;Flugdienstberater;72;1;PIRATEN;;;178;0;
Schwerdtfeger, Siegfried;1973;Elektriker;31;1;NPD;;;142;0;
Schwertges, Heinz Peter;1959;Gärtner;5;1;DIE LINKE;;;272;0;
Schwettmann, Ole;1983;Kaufmännischer Angestellter;78;1;PIRATEN;;;34;0;
Sedlmeyer, Gunther;1958;Diplom-Sozialpädagoge (FH);86;1;BP;;;240;0;
Seeger, Sabine;1984;Diplom-Ingenieurin Elektrotechnik;60;2;CDU;BW;31;;0;
Seeger, Sebastian;1981;Student;94;1;PIRATEN;HH;1;21;0;
Seegers, Vera;1947;Freiberufliche Beraterin;99;2;pro Deutschland;NI;1;;0;
Seeghitz, Klaus Jochen;1965;Geschäftsführer;75;1;AfD;BY;10;;0;
Seekatz, Ralf;1972;Mitglied des Landtages;76;1;CDU;RP;35;;0;
Seel, Manfred;1954;Kaufmann;78;1;DIE LINKE;BY;6;254;0;
Seemann, Harry Gerhard;1955;Chemisch-technischer Assistent;62;1;Anderer KWV;;;129;0;
Seemann, Wolfgang;1950;Lehrer;87;1;ÖDP;;;136;0;
Seemann-Katz, Ulrike;1955;Diplom-Pädagogin;88;2;GRÜNE;MV;2;13;0;
Seestern-Pauly, Matthias;1984;Studienreferendar;87;1;FDP;NI;9;38;0;
Seidel, Wolfgang;1969;selbstständiger Immobilienkaufmann;70;1;DIE LINKE;;;222;0;
Seidemann, Lothar;1950;Maurer;44;1;REP;BW;4;280;0;
Seidensticker, Lars;1973;Brauer und Mälzer;42;1;pro Deutschland;BE;1;;0;
